,policy_tenure,area_cluster,length,steering_type,turning_radius,width,height,torque,is_claim
3225,65,10,4300,0,5.2,1790,1635,0,0
3226,15,2,3990,1,5.0,1755,1523,4,0
3227,96,6,4300,0,5.2,1790,1635,0,0
3228,76,4,4300,0,5.2,1790,1635,0,0
3229,36,1,3445,0,4.6,1515,1475,1,0
3230,25,1,3445,0,4.6,1515,1475,1,0
3231,38,14,3445,0,4.6,1515,1475,1,0
3232,39,0,3655,0,4.7,1620,1675,2,0
3233,0,12,3845,1,4.8,1735,1530,3,0
3234,86,4,4300,0,5.2,1790,1635,0,0
3235,32,1,3445,0,4.6,1515,1475,1,0
3236,3,9,3445,0,4.6,1515,1475,1,0
3237,90,1,3445,0,4.6,1515,1475,1,0
3238,33,21,3445,0,4.6,1515,1475,1,0
3239,11,1,3445,0,4.6,1515,1475,1,1
3240,40,2,3445,0,4.6,1515,1475,1,0
3241,29,11,4300,0,5.2,1790,1635,0,0
3242,85,2,3445,0,4.6,1515,1475,1,0
3243,7,13,3845,1,4.8,1735,1530,3,0
3244,102,2,3845,1,4.8,1735,1530,3,0
3245,6,13,3445,0,4.6,1515,1475,1,0
3246,103,12,4300,0,5.2,1790,1635,0,0
3247,10,0,3845,1,4.8,1735,1530,3,0
3248,23,6,3995,1,4.9,1695,1501,4,0
3249,89,6,3731,1,5.0,1579,1490,5,0
3250,76,10,3990,1,5.0,1755,1523,4,0
3251,29,10,3845,1,4.8,1735,1530,3,0
3252,6,4,4300,0,5.2,1790,1635,0,0
3253,90,12,3845,1,4.8,1735,1530,3,0
3254,14,4,3655,0,4.7,1620,1675,2,0
3255,91,11,4300,0,5.2,1790,1635,0,0
3256,87,6,3845,1,4.8,1735,1530,3,0
3257,39,10,3731,1,5.0,1579,1490,5,0
3258,103,6,3845,1,4.8,1735,1530,3,0
3259,102,5,4300,0,5.2,1790,1635,0,0
3260,88,10,3990,1,4.85,1745,1500,3,0
3261,16,4,4300,0,5.2,1790,1635,0,0
3262,18,2,3845,1,4.8,1735,1530,3,0
3263,5,5,3445,0,4.6,1515,1475,1,0
3264,86,4,3731,1,5.0,1579,1490,5,0
3265,55,1,3445,0,4.6,1515,1475,1,0
3266,99,6,3845,1,4.8,1735,1530,3,0
3267,3,17,3655,0,4.7,1620,1675,2,0
3268,12,6,3845,1,4.8,1735,1530,3,0
3269,25,14,3445,0,4.6,1515,1475,1,0
3270,88,4,3845,1,4.8,1735,1530,3,0
3271,95,5,3990,1,4.85,1745,1500,3,1
3272,75,4,3845,1,4.8,1735,1530,3,0
3273,10,0,3845,1,4.8,1735,1530,3,0
3274,27,1,4300,0,5.2,1790,1635,0,0
3275,49,6,3445,0,4.6,1515,1475,1,0
3276,96,11,3845,1,4.8,1735,1530,3,0
3277,69,10,3845,1,4.8,1735,1530,3,0
3278,6,4,4300,0,5.2,1790,1635,0,0
3279,104,6,4300,0,5.2,1790,1635,0,0
3280,3,5,3731,1,5.0,1579,1490,5,0
3281,78,6,3845,1,4.8,1735,1530,3,0
3282,73,2,4300,0,5.2,1790,1635,0,0
3283,65,2,3445,0,4.6,1515,1475,1,0
3284,12,6,3445,0,4.6,1515,1475,1,0
3285,23,12,3845,1,4.8,1735,1530,3,0
3286,98,11,3845,1,4.8,1735,1530,3,0
3287,75,4,3731,1,5.0,1579,1490,5,0
3288,85,8,3845,1,4.8,1735,1530,3,0
3289,23,7,3990,1,5.0,1755,1523,4,0
3290,10,6,3731,1,5.0,1579,1490,5,0
3291,7,4,4300,0,5.2,1790,1635,0,0
3292,55,2,3445,0,4.6,1515,1475,1,0
3293,89,4,4300,0,5.2,1790,1635,0,0
3294,45,4,3845,1,4.8,1735,1530,3,0
3295,101,4,3675,2,4.5,1475,1825,6,0
3296,83,4,3655,0,4.7,1620,1675,2,0
3297,15,6,3675,2,4.5,1475,1825,6,0
3298,1,12,3731,1,5.0,1579,1490,5,1
3299,98,11,3845,1,4.8,1735,1530,3,0
3300,91,4,3845,1,4.8,1735,1530,3,0
3301,58,2,3445,0,4.6,1515,1475,1,0
3302,77,11,3845,1,4.8,1735,1530,3,0
3303,86,6,3445,0,4.6,1515,1475,1,0
3304,19,6,4300,0,5.2,1790,1635,0,0
3305,78,4,3845,1,4.8,1735,1530,3,0
3306,39,6,3445,0,4.6,1515,1475,1,0
3307,10,1,3445,0,4.6,1515,1475,1,0
3308,44,2,3995,1,4.8,1735,1515,3,0
3309,102,6,3655,0,4.7,1620,1675,2,0
3310,100,4,4300,0,5.2,1790,1635,0,0
3311,5,1,3445,0,4.6,1515,1475,1,0
3312,14,11,4300,0,5.2,1790,1635,0,0
3313,23,4,4300,0,5.2,1790,1635,0,0
3314,7,4,4300,0,5.2,1790,1635,0,0
3315,1,4,3990,1,4.85,1745,1500,3,0
3316,27,4,4300,0,5.2,1790,1635,0,0
3317,102,10,3655,0,4.7,1620,1675,2,0
3318,7,0,3845,1,4.8,1735,1530,3,0
3319,33,2,3445,0,4.6,1515,1475,1,0
3320,45,6,4300,0,5.2,1790,1635,0,0
3321,54,1,3445,0,4.6,1515,1475,1,0
3322,15,6,4300,0,5.2,1790,1635,0,0
3323,24,2,4300,0,5.2,1790,1635,0,0
3324,69,6,4300,0,5.2,1790,1635,0,0
3325,94,13,3845,1,4.8,1735,1530,3,0
3326,103,4,3995,1,4.9,1695,1501,4,0
3327,56,6,3731,1,5.0,1579,1490,5,0
3328,20,13,4300,0,5.2,1790,1635,0,0
3329,7,6,3731,1,5.0,1579,1490,5,0
3330,89,4,3845,1,4.8,1735,1530,3,0
3331,94,3,3995,1,4.9,1695,1501,4,0
3332,78,2,3445,0,4.6,1515,1475,1,0
3333,85,2,3990,1,4.85,1745,1500,3,0
3334,0,12,3990,1,5.0,1755,1523,4,0
3335,70,5,3445,0,4.6,1515,1475,1,0
3336,65,18,3445,0,4.6,1515,1475,1,0
3337,101,4,4300,0,5.2,1790,1635,0,0
3338,37,10,4300,0,5.2,1790,1635,0,0
3339,35,4,4300,0,5.2,1790,1635,0,0
3340,92,6,3995,1,4.9,1695,1501,4,0
3341,90,12,4300,0,5.2,1790,1635,0,0
3342,13,4,3655,0,4.7,1620,1675,2,0
3343,19,4,3655,0,4.7,1620,1675,2,0
3344,13,6,3845,1,4.8,1735,1530,3,0
3345,97,4,3731,1,5.0,1579,1490,5,0
3346,14,0,3445,0,4.6,1515,1475,1,0
3347,93,20,3990,1,4.85,1745,1500,3,1
3348,46,4,4300,0,5.2,1790,1635,0,0
3349,63,2,3845,1,4.8,1735,1530,3,0
3350,7,15,4300,0,5.2,1790,1635,0,0
3351,41,6,3655,0,4.7,1620,1675,2,0
3352,22,1,3445,0,4.6,1515,1475,1,0
3353,9,6,3845,1,4.8,1735,1530,3,0
3354,5,2,3845,1,4.8,1735,1530,3,0
3355,97,8,3845,1,4.8,1735,1530,3,0
3356,18,3,3445,0,4.6,1515,1475,1,1
3357,16,21,3731,1,5.0,1579,1490,5,0
3358,100,6,3995,1,4.9,1695,1501,4,0
3359,49,0,4300,0,5.2,1790,1635,0,0
3360,11,3,3445,0,4.6,1515,1475,1,0
3361,58,17,3445,0,4.6,1515,1475,1,0
3362,3,13,3445,0,4.6,1515,1475,1,0
3363,3,2,3990,1,5.0,1755,1523,4,0
3364,50,2,3445,0,4.6,1515,1475,1,0
3365,91,10,3731,1,5.0,1579,1490,5,0
3366,35,4,3845,1,4.8,1735,1530,3,0
3367,85,4,3655,0,4.7,1620,1675,2,0
3368,13,4,4300,0,5.2,1790,1635,0,0
3369,7,3,3845,1,4.8,1735,1530,3,0
3370,82,2,3655,0,4.7,1620,1675,2,0
3371,0,6,3445,0,4.6,1515,1475,1,0
3372,70,2,3990,1,4.85,1745,1500,3,1
3373,52,0,3445,0,4.6,1515,1475,1,0
3374,55,4,4300,0,5.2,1790,1635,0,0
3375,72,6,3845,1,4.8,1735,1530,3,0
3376,65,10,3445,0,4.6,1515,1475,1,0
3377,65,1,3445,0,4.6,1515,1475,1,0
3378,99,11,4300,0,5.2,1790,1635,0,0
3379,58,3,3445,0,4.6,1515,1475,1,0
3380,17,8,3445,0,4.6,1515,1475,1,0
3381,44,4,3675,2,4.5,1475,1825,6,0
3382,82,4,3990,1,4.85,1745,1500,3,0
3383,91,4,3845,1,4.8,1735,1530,3,0
3384,91,4,4300,0,5.2,1790,1635,0,1
3385,7,0,3675,2,4.5,1475,1825,6,1
3386,11,1,3445,0,4.6,1515,1475,1,0
3387,65,11,4300,0,5.2,1790,1635,0,0
3388,100,10,3655,0,4.7,1620,1675,2,0
3389,75,1,3445,0,4.6,1515,1475,1,0
3390,70,2,3445,0,4.6,1515,1475,1,0
3391,87,4,4300,0,5.2,1790,1635,0,0
3392,86,1,3445,0,4.6,1515,1475,1,0
3393,69,4,4300,0,5.2,1790,1635,0,0
3394,9,5,3445,0,4.6,1515,1475,1,0
3395,7,8,3655,0,4.7,1620,1675,2,0
3396,10,9,3445,0,4.6,1515,1475,1,0
3397,11,4,3990,1,4.85,1745,1500,3,0
3398,0,12,3845,1,4.8,1735,1530,3,0
3399,90,0,3445,0,4.6,1515,1475,1,0
3400,67,5,3445,0,4.6,1515,1475,1,0
3401,50,2,3845,1,4.8,1735,1530,3,0
3402,63,1,3990,1,5.0,1755,1523,4,0
3403,26,1,3675,2,4.5,1475,1825,6,1
3404,93,4,3845,1,4.8,1735,1530,3,0
3405,97,11,3731,1,5.0,1579,1490,5,0
3406,54,2,3445,0,4.6,1515,1475,1,0
3407,7,4,3845,1,4.8,1735,1530,3,0
3408,7,12,3845,1,4.8,1735,1530,3,0
3409,72,1,3445,0,4.6,1515,1475,1,0
3410,49,1,3995,1,4.9,1695,1501,4,0
3411,42,6,3845,1,4.8,1735,1530,3,0
3412,41,5,3445,0,4.6,1515,1475,1,1
3413,7,1,3445,0,4.6,1515,1475,1,0
3414,22,6,3655,0,4.7,1620,1675,2,1
3415,96,11,3655,0,4.7,1620,1675,2,0
3416,75,13,3845,1,4.8,1735,1530,3,0
3417,7,13,3845,1,4.8,1735,1530,3,0
3418,11,1,3445,0,4.6,1515,1475,1,0
3419,66,7,3445,0,4.6,1515,1475,1,0
3420,84,6,3655,0,4.7,1620,1675,2,0
3421,6,5,4300,0,5.2,1790,1635,0,0
3422,91,8,4300,0,5.2,1790,1635,0,0
3423,20,6,3445,0,4.6,1515,1475,1,1
3424,41,4,3995,1,4.9,1695,1501,4,1
3425,88,12,3845,1,4.8,1735,1530,3,0
3426,77,19,3995,1,4.9,1695,1501,4,0
3427,92,2,3655,0,4.7,1620,1675,2,0
3428,11,15,3445,0,4.6,1515,1475,1,0
3429,101,7,4300,0,5.2,1790,1635,0,0
3430,85,8,3845,1,4.8,1735,1530,3,0
3431,35,5,3445,0,4.6,1515,1475,1,0
3432,29,3,3445,0,4.6,1515,1475,1,0
3433,0,4,3845,1,4.8,1735,1530,3,0
3434,6,1,3445,0,4.6,1515,1475,1,0
3435,6,2,3993,0,5.1,1811,1606,7,1
3436,54,4,4300,0,5.2,1790,1635,0,0
3437,40,6,3445,0,4.6,1515,1475,1,1
3438,19,18,3655,0,4.7,1620,1675,2,0
3439,40,17,3990,1,4.85,1745,1500,3,0
3440,43,2,3731,1,5.0,1579,1490,5,0
3441,86,1,3445,0,4.6,1515,1475,1,0
3442,86,4,3845,1,4.8,1735,1530,3,0
3443,37,0,4300,0,5.2,1790,1635,0,0
3444,0,2,3845,1,4.8,1735,1530,3,0
3445,29,2,3731,1,5.0,1579,1490,5,0
3446,20,3,4300,0,5.2,1790,1635,0,0
3447,32,0,3990,1,5.0,1755,1523,4,0
3448,81,0,3445,0,4.6,1515,1475,1,0
3449,87,4,3845,1,4.8,1735,1530,3,0
3450,0,1,3655,0,4.7,1620,1675,2,0
3451,26,4,3845,1,4.8,1735,1530,3,0
3452,18,1,3445,0,4.6,1515,1475,1,0
3453,92,4,4300,0,5.2,1790,1635,0,0
3454,3,10,3445,0,4.6,1515,1475,1,0
3455,90,10,3845,1,4.8,1735,1530,3,1
3456,101,3,3675,2,4.5,1475,1825,6,0
3457,98,4,3655,0,4.7,1620,1675,2,0
3458,18,4,4300,0,5.2,1790,1635,0,0
3459,27,13,3845,1,4.8,1735,1530,3,0
3460,30,10,4300,0,5.2,1790,1635,0,0
3461,82,4,3445,0,4.6,1515,1475,1,0
3462,40,2,4300,0,5.2,1790,1635,0,0
3463,41,12,4300,0,5.2,1790,1635,0,0
3464,13,6,3675,2,4.5,1475,1825,6,0
3465,29,4,3675,2,4.5,1475,1825,6,0
3466,6,13,3990,1,4.85,1745,1500,3,0
3467,52,4,3445,0,4.6,1515,1475,1,0
3468,48,3,3990,1,4.85,1745,1500,3,0
3469,93,4,3675,2,4.5,1475,1825,6,0
3470,14,6,3675,2,4.5,1475,1825,6,0
3471,85,4,4300,0,5.2,1790,1635,0,0
3472,4,0,3845,1,4.8,1735,1530,3,0
3473,28,1,3445,0,4.6,1515,1475,1,0
3474,10,10,3995,1,4.9,1695,1501,4,0
3475,31,15,3990,1,4.85,1745,1500,3,0
3476,66,19,3845,1,4.8,1735,1530,3,0
3477,36,6,3445,0,4.6,1515,1475,1,0
3478,50,13,3731,1,5.0,1579,1490,5,0
3479,94,6,3655,0,4.7,1620,1675,2,0
3480,7,3,3655,0,4.7,1620,1675,2,0
3481,38,21,3445,0,4.6,1515,1475,1,0
3482,3,8,3445,0,4.6,1515,1475,1,0
3483,79,15,3845,1,4.8,1735,1530,3,0
3484,18,6,3731,1,5.0,1579,1490,5,0
3485,4,0,3445,0,4.6,1515,1475,1,1
3486,76,18,4300,0,5.2,1790,1635,0,0
3487,15,6,4300,0,5.2,1790,1635,0,0
3488,80,4,3845,1,4.8,1735,1530,3,0
3489,7,19,4300,0,5.2,1790,1635,0,0
3490,20,4,3845,1,4.8,1735,1530,3,0
3491,7,4,4300,0,5.2,1790,1635,0,0
3492,94,6,3845,1,4.8,1735,1530,3,0
3493,99,4,3845,1,4.8,1735,1530,3,0
3494,23,13,3445,0,4.6,1515,1475,1,0
3495,85,2,3845,1,4.8,1735,1530,3,0
3496,85,12,4300,0,5.2,1790,1635,0,0
3497,51,1,3445,0,4.6,1515,1475,1,0
3498,71,1,3445,0,4.6,1515,1475,1,0
3499,99,6,4300,0,5.2,1790,1635,0,0
3500,7,13,3845,1,4.8,1735,1530,3,0
3501,47,12,3445,0,4.6,1515,1475,1,0
3502,49,1,3845,1,4.8,1735,1530,3,0
3503,26,2,3445,0,4.6,1515,1475,1,0
3504,103,4,3731,1,5.0,1579,1490,5,0
3505,66,0,3445,0,4.6,1515,1475,1,0
3506,76,2,3445,0,4.6,1515,1475,1,0
3507,31,1,3845,1,4.8,1735,1530,3,0
3508,68,4,3990,1,4.85,1745,1500,3,0
3509,8,4,3655,0,4.7,1620,1675,2,0
3510,95,1,3845,1,4.8,1735,1530,3,0
3511,2,13,3445,0,4.6,1515,1475,1,0
3512,100,3,4300,0,5.2,1790,1635,0,0
3513,46,0,3445,0,4.6,1515,1475,1,0
3514,100,6,3990,1,5.0,1755,1523,4,0
3515,95,4,4300,0,5.2,1790,1635,0,0
3516,92,11,4300,0,5.2,1790,1635,0,0
3517,32,2,3445,0,4.6,1515,1475,1,1
3518,28,0,3445,0,4.6,1515,1475,1,0
3519,20,1,3445,0,4.6,1515,1475,1,0
3520,76,6,3990,1,5.0,1755,1523,4,0
3521,87,4,4300,0,5.2,1790,1635,0,0
3522,99,4,3655,0,4.7,1620,1675,2,0
3523,84,18,4300,0,5.2,1790,1635,0,0
3524,4,10,3445,0,4.6,1515,1475,1,0
3525,17,6,4300,0,5.2,1790,1635,0,0
3526,100,6,4300,0,5.2,1790,1635,0,0
3527,7,4,3845,1,4.8,1735,1530,3,0
3528,95,13,3845,1,4.8,1735,1530,3,0
3529,88,3,3445,0,4.6,1515,1475,1,1
3530,22,3,3445,0,4.6,1515,1475,1,0
3531,17,2,4300,0,5.2,1790,1635,0,0
3532,17,6,3445,0,4.6,1515,1475,1,0
3533,42,13,4300,0,5.2,1790,1635,0,0
3534,8,6,3845,1,4.8,1735,1530,3,0
3535,88,10,4300,0,5.2,1790,1635,0,1
3536,56,3,4300,0,5.2,1790,1635,0,0
3537,51,1,3445,0,4.6,1515,1475,1,0
3538,32,3,3995,1,4.9,1695,1501,4,0
3539,90,4,3845,1,4.8,1735,1530,3,0
3540,71,4,4300,0,5.2,1790,1635,0,0
3541,14,6,4300,0,5.2,1790,1635,0,0
3542,8,10,4300,0,5.2,1790,1635,0,0
3543,14,0,3845,1,4.8,1735,1530,3,0
3544,53,7,3845,1,4.8,1735,1530,3,0
3545,70,11,3445,0,4.6,1515,1475,1,1
3546,83,4,3845,1,4.8,1735,1530,3,1
3547,21,4,3845,1,4.8,1735,1530,3,0
3548,56,3,3445,0,4.6,1515,1475,1,0
3549,94,4,3995,1,4.8,1735,1515,3,0
3550,79,4,4300,0,5.2,1790,1635,0,0
3551,42,4,3845,1,4.8,1735,1530,3,0
3552,61,2,4300,0,5.2,1790,1635,0,0
3553,40,13,4300,0,5.2,1790,1635,0,0
3554,8,2,3445,0,4.6,1515,1475,1,0
3555,47,1,3990,1,5.0,1755,1523,4,0
3556,85,11,3990,1,4.85,1745,1500,3,0
3557,3,1,3445,0,4.6,1515,1475,1,0
3558,7,2,3445,0,4.6,1515,1475,1,0
3559,49,4,4300,0,5.2,1790,1635,0,0
3560,84,6,4300,0,5.2,1790,1635,0,0
3561,50,5,3445,0,4.6,1515,1475,1,0
3562,99,4,3845,1,4.8,1735,1530,3,1
3563,86,6,3731,1,5.0,1579,1490,5,0
3564,90,4,4300,0,5.2,1790,1635,0,0
3565,56,6,3990,1,4.85,1745,1500,3,0
3566,82,2,4300,0,5.2,1790,1635,0,0
3567,73,0,3445,0,4.6,1515,1475,1,0
3568,20,2,3655,0,4.7,1620,1675,2,0
3569,66,4,3845,1,4.8,1735,1530,3,0
3570,68,1,3445,0,4.6,1515,1475,1,0
3571,70,2,4300,0,5.2,1790,1635,0,0
3572,30,20,3655,0,4.7,1620,1675,2,0
3573,48,6,3445,0,4.6,1515,1475,1,0
3574,52,0,3445,0,4.6,1515,1475,1,0
3575,34,11,3845,1,4.8,1735,1530,3,0
3576,28,3,3995,1,4.8,1735,1515,3,0
3577,45,3,3445,0,4.6,1515,1475,1,0
3578,94,4,4300,0,5.2,1790,1635,0,0
3579,3,2,3445,0,4.6,1515,1475,1,0
3580,101,1,3655,0,4.7,1620,1675,2,1
3581,95,12,3990,1,5.0,1755,1523,4,0
3582,17,2,3675,2,4.5,1475,1825,6,0
3583,9,1,3445,0,4.6,1515,1475,1,1
3584,2,1,3445,0,4.6,1515,1475,1,0
3585,57,4,4300,0,5.2,1790,1635,0,0
3586,99,6,4300,0,5.2,1790,1635,0,1
3587,38,4,4300,0,5.2,1790,1635,0,0
3588,7,10,3995,1,4.9,1695,1501,4,0
3589,74,1,3445,0,4.6,1515,1475,1,0
3590,4,1,3445,0,4.6,1515,1475,1,0
3591,12,1,3445,0,4.6,1515,1475,1,0
3592,103,11,3990,1,5.0,1755,1523,4,0
3593,21,1,3995,1,4.9,1695,1501,4,0
3594,90,4,4300,0,5.2,1790,1635,0,0
3595,100,4,3845,1,4.8,1735,1530,3,0
3596,8,10,3845,1,4.8,1735,1530,3,0
3597,100,10,3845,1,4.8,1735,1530,3,0
3598,0,14,3445,0,4.6,1515,1475,1,0
3599,36,4,3845,1,4.8,1735,1530,3,0
3600,101,8,4300,0,5.2,1790,1635,0,0
3601,104,10,3990,1,4.85,1745,1500,3,0
3602,56,5,3445,0,4.6,1515,1475,1,0
3603,86,4,3995,1,4.9,1695,1501,4,1
3604,99,4,4300,0,5.2,1790,1635,0,0
3605,38,3,3445,0,4.6,1515,1475,1,0
3606,11,10,3845,1,4.8,1735,1530,3,0
3607,86,3,3731,1,5.0,1579,1490,5,0
3608,35,13,3845,1,4.8,1735,1530,3,0
3609,11,11,4300,0,5.2,1790,1635,0,1
3610,10,3,3445,0,4.6,1515,1475,1,0
3611,14,1,3445,0,4.6,1515,1475,1,0
3612,42,3,4300,0,5.2,1790,1635,0,0
3613,36,4,3655,0,4.7,1620,1675,2,0
3614,37,3,3445,0,4.6,1515,1475,1,0
3615,87,4,3445,0,4.6,1515,1475,1,0
3616,35,10,3990,1,5.0,1755,1523,4,0
3617,46,7,4300,0,5.2,1790,1635,0,0
3618,3,1,3445,0,4.6,1515,1475,1,0
3619,67,5,3445,0,4.6,1515,1475,1,0
3620,86,6,3995,1,4.9,1695,1501,4,0
3621,10,15,3445,0,4.6,1515,1475,1,0
3622,7,5,3675,2,4.5,1475,1825,6,0
3623,56,2,3445,0,4.6,1515,1475,1,0
3624,103,2,3655,0,4.7,1620,1675,2,0
3625,22,4,3845,1,4.8,1735,1530,3,0
3626,99,10,3655,0,4.7,1620,1675,2,0
3627,97,2,3845,1,4.8,1735,1530,3,1
3628,12,13,3445,0,4.6,1515,1475,1,0
3629,41,2,3731,1,5.0,1579,1490,5,0
3630,47,6,3445,0,4.6,1515,1475,1,0
3631,88,7,4300,0,5.2,1790,1635,0,0
3632,90,11,3845,1,4.8,1735,1530,3,0
3633,103,4,3731,1,5.0,1579,1490,5,0
3634,85,2,3445,0,4.6,1515,1475,1,0
3635,27,3,3445,0,4.6,1515,1475,1,0
3636,39,0,4300,0,5.2,1790,1635,0,0
3637,88,4,3845,1,4.8,1735,1530,3,0
3638,97,4,3845,1,4.8,1735,1530,3,0
3639,64,6,3995,1,4.8,1735,1515,3,0
3640,97,0,3995,1,4.8,1735,1515,3,0
3641,51,3,3445,0,4.6,1515,1475,1,0
3642,87,2,3990,1,5.0,1755,1523,4,0
3643,49,1,3445,0,4.6,1515,1475,1,0
3644,78,12,3445,0,4.6,1515,1475,1,0
3645,8,2,3445,0,4.6,1515,1475,1,0
3646,76,15,3995,1,4.9,1695,1501,4,0
3647,6,11,3845,1,4.8,1735,1530,3,0
3648,91,1,3990,1,4.85,1745,1500,3,0
3649,9,4,4300,0,5.2,1790,1635,0,0
3650,29,1,3655,0,4.7,1620,1675,2,0
3651,3,1,3445,0,4.6,1515,1475,1,0
3652,40,6,3445,0,4.6,1515,1475,1,0
3653,42,2,4300,0,5.2,1790,1635,0,0
3654,8,4,4300,0,5.2,1790,1635,0,1
3655,7,2,3845,1,4.8,1735,1530,3,0
3656,78,6,3675,2,4.5,1475,1825,6,0
3657,28,10,3445,0,4.6,1515,1475,1,0
3658,94,1,4300,0,5.2,1790,1635,0,0
3659,103,0,3995,1,4.9,1695,1501,4,0
3660,5,6,3655,0,4.7,1620,1675,2,0
3661,72,13,3445,0,4.6,1515,1475,1,0
3662,87,4,3845,1,4.8,1735,1530,3,0
3663,13,3,3990,1,4.85,1745,1500,3,0
3664,43,10,3845,1,4.8,1735,1530,3,0
3665,81,13,3445,0,4.6,1515,1475,1,0
3666,7,0,3990,1,4.85,1745,1500,3,0
3667,0,5,3445,0,4.6,1515,1475,1,0
3668,74,2,3655,0,4.7,1620,1675,2,1
3669,2,4,4300,0,5.2,1790,1635,0,0
3670,82,2,3445,0,4.6,1515,1475,1,0
3671,93,4,4300,0,5.2,1790,1635,0,0
3672,88,6,3845,1,4.8,1735,1530,3,0
3673,32,2,3445,0,4.6,1515,1475,1,0
3674,24,2,3845,1,4.8,1735,1530,3,0
3675,95,12,3845,1,4.8,1735,1530,3,0
3676,92,6,3995,1,4.9,1695,1501,4,0
3677,1,4,4300,0,5.2,1790,1635,0,0
3678,90,6,3655,0,4.7,1620,1675,2,1
3679,11,2,3445,0,4.6,1515,1475,1,0
3680,60,2,4300,0,5.2,1790,1635,0,0
3681,2,4,3845,1,4.8,1735,1530,3,0
3682,48,11,3990,1,4.85,1745,1500,3,0
3683,90,13,3445,0,4.6,1515,1475,1,1
3684,21,2,3445,0,4.6,1515,1475,1,0
3685,16,1,3675,2,4.5,1475,1825,6,0
3686,104,4,3845,1,4.8,1735,1530,3,0
3687,90,4,3445,0,4.6,1515,1475,1,0
3688,6,3,3845,1,4.8,1735,1530,3,0
3689,91,4,4300,0,5.2,1790,1635,0,0
3690,89,10,4300,0,5.2,1790,1635,0,0
3691,85,7,3845,1,4.8,1735,1530,3,0
3692,104,10,3845,1,4.8,1735,1530,3,0
3693,7,0,3845,1,4.8,1735,1530,3,0
3694,17,3,3445,0,4.6,1515,1475,1,0
3695,24,4,4300,0,5.2,1790,1635,0,0
3696,7,0,4300,0,5.2,1790,1635,0,0
3697,96,13,4300,0,5.2,1790,1635,0,0
3698,24,1,3445,0,4.6,1515,1475,1,0
3699,77,2,3845,1,4.8,1735,1530,3,0
3700,89,6,3990,1,4.85,1745,1500,3,0
3701,93,4,3845,1,4.8,1735,1530,3,0
3702,80,10,4300,0,5.2,1790,1635,0,1
3703,19,11,3445,0,4.6,1515,1475,1,0
3704,95,4,4300,0,5.2,1790,1635,0,0
3705,71,4,3445,0,4.6,1515,1475,1,0
3706,84,4,3845,1,4.8,1735,1530,3,0
3707,36,10,4300,0,5.2,1790,1635,0,0
3708,7,5,3995,1,4.9,1695,1501,4,0
3709,49,5,3731,1,5.0,1579,1490,5,0
3710,39,6,3445,0,4.6,1515,1475,1,0
3711,9,6,3845,1,4.8,1735,1530,3,0
3712,14,4,3845,1,4.8,1735,1530,3,0
3713,27,12,3445,0,4.6,1515,1475,1,0
3714,53,2,3445,0,4.6,1515,1475,1,0
3715,16,4,3845,1,4.8,1735,1530,3,0
3716,91,8,3990,1,4.85,1745,1500,3,0
3717,46,1,3445,0,4.6,1515,1475,1,0
3718,63,4,3845,1,4.8,1735,1530,3,0
3719,8,2,3445,0,4.6,1515,1475,1,0
3720,100,3,3731,1,5.0,1579,1490,5,0
3721,74,1,3445,0,4.6,1515,1475,1,0
3722,88,11,3845,1,4.8,1735,1530,3,0
3723,46,11,3445,0,4.6,1515,1475,1,0
3724,49,1,3845,1,4.8,1735,1530,3,1
3725,45,10,3845,1,4.8,1735,1530,3,0
3726,66,4,3993,0,5.1,1811,1606,7,0
3727,7,10,4300,0,5.2,1790,1635,0,0
3728,2,6,3445,0,4.6,1515,1475,1,0
3729,101,4,3731,1,5.0,1579,1490,5,0
3730,93,4,3845,1,4.8,1735,1530,3,0
3731,88,0,3655,0,4.7,1620,1675,2,0
3732,72,11,3655,0,4.7,1620,1675,2,0
3733,42,13,3990,1,5.0,1755,1523,4,0
3734,53,19,3845,1,4.8,1735,1530,3,0
3735,1,2,3445,0,4.6,1515,1475,1,0
3736,18,0,3845,1,4.8,1735,1530,3,0
3737,7,0,3445,0,4.6,1515,1475,1,0
3738,91,13,3731,1,5.0,1579,1490,5,0
3739,15,6,3445,0,4.6,1515,1475,1,0
3740,38,2,3995,1,4.9,1695,1501,4,0
3741,50,3,3445,0,4.6,1515,1475,1,0
3742,51,3,3445,0,4.6,1515,1475,1,0
3743,75,1,3445,0,4.6,1515,1475,1,0
3744,6,1,3445,0,4.6,1515,1475,1,0
3745,88,4,3845,1,4.8,1735,1530,3,0
3746,64,5,3445,0,4.6,1515,1475,1,0
3747,64,21,3445,0,4.6,1515,1475,1,0
3748,99,1,3845,1,4.8,1735,1530,3,0
3749,19,10,3445,0,4.6,1515,1475,1,0
3750,90,4,3845,1,4.8,1735,1530,3,0
3751,62,8,3445,0,4.6,1515,1475,1,0
3752,41,3,3990,1,4.85,1745,1500,3,0
3753,42,1,4300,0,5.2,1790,1635,0,0
3754,94,4,4300,0,5.2,1790,1635,0,0
3755,6,12,3845,1,4.8,1735,1530,3,0
3756,95,1,4300,0,5.2,1790,1635,0,0
3757,104,8,3995,1,4.9,1695,1501,4,0
3758,18,2,3731,1,5.0,1579,1490,5,0
3759,6,0,4300,0,5.2,1790,1635,0,0
3760,45,13,3445,0,4.6,1515,1475,1,0
